-52.71;0.1;-405.61;-0.050000000000001;15.11;-2.18
236.37;-0.57;1309.25;0.66;105.8;27.47
2.0300000000002;0.5;402.53;1.13;79.13;-7.18
-200.59;-0.36;23.59;0.040000000000001;3.83;-6.33
34.36;4.54;1774.7;-0.18;22.3;6.21
143.2;7.73;217.54;0.54;39.28;34.41
-2.7999999999997;-2.92;-946.34;0.33;111.34;-7.35
-125.76;0.88;-1252.09;-0.56;18.36;-17.32
-28.06;0.13;-507.67;-0.37;153.13;-8.2
480.25;-0.54;451.4;1.97;-40.25;3.08
-419.02;5.63;-1612.3;0.07;-109.64;-22.58
158.28;0.36;533.13;2.53;121.71;8.82
68.69;-0.9;401.93;2.2;123.96;22.59
-134.77;-0.39;-605.49;-2.77;-25.54;-21.08
-136.54;-1.15;-6.6499999999996;-0.45;-80.69;-4.97
-632.41;-2.61;-2352.11;-2.78;-228.44;-48.03
-12.15;0.87;-119.79;0.15;-25.57;4.51
-39.93;0;12.82;0.029999999999999;-11.93;2.89
47.85;0.27;346.24;0.89;24.39;1.24
267.6;-0.55;1262.12;4.46;113.14;18.41
-251.95;-0.5;-1233.61;-2.04;-101.41;-19.95
-166.32;-0.3;-735.46;-0.09;-49.45;-11.3
8.4100000000001;0.18;43.709999999999;-0.5;-15.28;-1.5
39;-0.09;575.24;1.02;77.3;2.68
-4.4300000000001;-0.63;-225.42;0.4;-4.4599999999998;-1.62
-95.29;-0.39;-388.52;-0.32;-28.06;-5.99
88.56;0.54;692.36;0.42;87.62;8.21
100.76;0.25;294.58;0.14;115.05;11.87
-110.07;-0.84;-671.32;-1.22;-77.9;-14.06
-139.24;-1.27;-889.15;-1.61;-71.44;-11.07
-25.99;-0.47;-99.68;0.040000000000001;18.2;-6.26
-204.34;-1.7;-1086.27;-1.74;-94.61;-21.53
-77.41;0.14;-244.44;0.3;-96.69;-8.86
82.02;0.19;333.57;0.33;50.41;24.94
-99.53;-1.01;-693.42;-1.45;-111.29;-3.22
-283.74;-1.96;-1596.06;-2.26;-160.67;-29.37
65.39;1.57;808.2;1.13;85.49;18.34
49.51;0.08;217.45;-0.23;18.48;0.56
322.83;0.25;390.07;0.37;18.83;6.27
-28.23;1.02;337.91;1.07;52.46;9.94
-50.42;-0.32;-16.220000000001;-0.39;-9.0700000000001;-2.3
2.8500000000001;-0.34;-260.45;-0.28;-21.79;-2.49
29.81;0.12;585.52;0.48;35.18;7.95
-53.49;-0.29;-326.57;-0.19;-27.96;-2.72
131.02;1.14;875.6;0.95;81.59;55.14
11.38;0.71;631.85;0.01;9.46;2.21
132.58;0.12;128.03;-0.1;12.01;14.21
36.35;0.73;731.83;0.12;29.59;-0.22
-57.43;-0.84;-355.18;-0.69;-53.57;-14.21
46.5;0.16;494.53;0.22;17.38;5.78
-84.66;-0.75;348.04;-0.49;-41.59;12.44
-142.98;-0.85;-923.11;-0.63;-52.18;-22.57
-79.72;-0.45;-515.05;-0.52;-33.35;-16.83
52.51;0.62;197.53;0.43;45.98;14.28
-108.42;-0.55;-535.69;-0.38;-25.11;-6.51
38.89;0.36;61.18;-0.1;18.13;17.49
62.74;0.47;678.99;0.25;21.68;1.17
-3.02;0.92;384.7;0.54;8.6;-3.44
-37.56;-0.2;-316.17;-0.25;-19.31;-12.14
74.74;-0.050000000000001;544.32;0.14;12.94;6.23
-0.64999999999986;-0.26;142.94;-0.4;-12.19;-3.19
-19.73;-0.11;280.47;-0.13;-2.46;2.48
15;0.060000000000001;10.42;0.060000000000001;4.85;1.3
-8.6400000000001;-0.08;164.47;0.029999999999999;-7.5599999999999;-0.34
-61.83;-0.74;-800.43;-0.81;-35.96;-12.68
-101.91;-0.5;-828.3;-0.82;-63.36;-13.19
-84.1;-0.72;-659.84;-0.33;-62.86;-10.59
23.63;-0.13;-44.950000000001;-0.19;19;13.44
-46.44;-0.32;-389.28;-0.1;-22.19;-9.64
130.6;0.53;672.3;0.31;31.96;9.45
-90.94;-0.29;-454.01;-0.39;-30.18;-10.89
19.85;2.35;103.4;0.14;-1.5799999999999;-1.87
-122.83;-1.48;-976.68;-0.61;-87.63;-14.89
13.12;0.26;141.61;-0.090000000000001;11.54;5.34
48.49;0.25;165.29;0.010000000000001;-2.28;2.06
-27.31;-0.16;-475.81;-0.42;-48.16;-12.3
-46.32;-0.41;139.14;-0.2;-32.13;-2.74
53.99;-0.060000000000001;355.15;1.04;9.1400000000001;5.84
82.02;0.49;441.83;0.54;21.23;10.2
-37.29;0.79;-115.06;0.84;-4.88;-2.27
-13.91;-0.030000000000001;-142.42;-0.09;-17.94;-3.9
-6.8200000000001;1.73;-36.07;-0.06;-6.35;0.89999999999998
-11.91;1.72;-18.969999999999;-0.2;-3.7299999999999;-3.46
-4.33;-0.68;-9.5;-0.09;4.76;1.73
-101.31;-1.62;-746.17;-1.11;-58.32;-18.73
8.11;0.65;120.34;0.79;-13.48;-3.74
-44.67;-0.28;-118.34;-0.06;-16.98;-9.12
-140.19;-1.21;-803.22;-0.22;-56.69;-15.18
-6.45;0.14;-166.11;0.09;8.99;3.86
-17.21;0.57;14.660000000001;-0.04;-1.41;-2.61
-39.75;0.09;-97.07;-0.37;-15.26;-1.17
7.3599999999999;1.28;157.03;0.15;3.46;1.66
53.52;1.24;454.17;0.38;33.64;15.75
-59.29;-1.34;-606.5;-0.42;-36.95;-14.57
-12.78;0.16;-100.06;0.28;-2.06;-0.48
-27.34;-0.18;-116.23;-0.14;-5.66;-4.35
39.88;0.28;367.83;0.09;20.53;3.54
5.5300000000001;-0.26;32.77;0.03;7.17;0.17
-19.95;-0.52;-291.85;-0.14;-2.35;-3.05
17.12;0.36;157.83;0.24;17.74;-0.030000000000001
1.0699999999999;-0.1;47.2;1.64;8.19;0.60000000000001
72.23;0.44;903.74;1.16;64.12;11.28
16.35;1.06;46.8;-0.049999999999999;4.48;-0.099999999999994
2.75;-0.09;165.54;-0.1;16.49;1.49
32.32;-0.32;263.57;-0.26;17.68;3.42
-15.22;-0.81;-291.05;-0.39;-18.39;-3.07
2.9200000000001;-0.42;-101.07;0.46;0.18000000000001;6.43
119.35;-0.01;273.97;0.45;18.85;6.89
68.34;0.5;82.789999999999;0.43;36.87;5.24
178.84;0.030000000000001;234.04;1.73;36.85;5.73
