0.25595138833555;0.020172854661042;0.00025153504864285
0.25476506495637;0.019918112701098;0.00022170655131067
0.25272761196082;0.019504939580668;0.00017877109250916
0.24931530742365;0.018852076680479;0.00013151571388305
0.24382124792495;0.017879433170553;0.00012268178224413
0.23550454601883;0.016576156093028;0.00027291472539447
0.22400807575719;0.015111144255609;0.00081938209672705
0.75866344278129;0.16463921525672;0.0008337881431869
0.24724553858046;0.018462710024272;3.6301498918081E-5
0.76516984471066;0.16413847516611;0.00015454907204502
